Marker peaks Fev+ Delta;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
13-55487757-55488282;195314612660602;-284835567192256;189;214;1
9-100453987-100454888;195331515916741;323972854856601;122;99;1
19-4440908-4441754;195342798252286;305328839989687;155;132;1
X-113185057-113186010;195469166019972;272236019764342;176;148;1
17-35254416-35255271;195569643224223;-33993869882029;81;104;1
1-25829791-25830702;195640571962971;-282228610405274;206;231;1
6-29436024-29436967;195651661754188;306192568253948;132;107;1
X-75764033-75764968;195750585892803;-351769936532099;98;122;1
6-127147416-127148333;195961914508754;-370326961261152;95;118;1
10-17491441-17492359;196010604773578;30242125240518;118;95;1
19-45076469-45077364;196059228418093;-277357288013578;115;142;1
7-140844617-140845526;196139469784366;-368419211386211;108;133;1
9-99357984-99358845;196170873804395;-26309568175731;182;211;1
8-72582744-72583632;196182548819287;252586883519304;135;0.11;1
12-117764578-117765494;196340517147354;265153150819118;115;92;1
12-69828007-69828908;196425420080991;338047207413894;105;84;1
7-128236816-128237439;196448005707231;-334751268265584;118;144;1
11-18929755-18930592;196539159770003;-391318456638248;111;134;1
17-27039999-27040904;196596497525404;-308051375149209;91;117;1
7-73640663-73641596;196599816026159;356487808477028;101;81;1
3-58690357-58691182;196668627570622;-300123820289252;142;169;1
1-59238058-59238608;196699562491045;287467590101295;142;119;1
11-66046407-66047331;196759381386252;280821542229106;142;116;1
10-71368094-71369044;196762498472528;-377958629869402;81;105;1
5-24029166-24029940;196787617181827;-292963755095593;132;159;1
10-13323749-13324685;196895423044659;-282140982246379;139;166;1
6-113941129-113942072;196978828856702;320971804030058;128;106;1
4-126286332-126287242;197063370841304;-407608547808532;101;124;1
8-120683324-120684242;1971026161411;368164005940225;108;87;1
5-31094995-31095852;197124395484675;-430587674683277;84;107;1
X-166779246-166780146;197241979828864;351977614951328;108;88;1
15-79983829-79984754;197339794993994;-352274539400431;135;159;1
15-38283595-38284462;197478610581697;290183381553116;139;113;1
12-17011178-17012111;197488002526295;286376826262639;162;137;1
11-98743468-98744432;197498838474276;335287233575416;115;92;1
3-37875208-37876215;197624261230489;253983610879905;159;132;1
18-38855348-38856256;197666984700409;297587317012197;118;96;1
13-35166923-35167870;197816434938535;390663980610901;101;81;1
4-141544716-141545289;198146543758893;361167955404111;122;0.1;1
9-122571982-122572902;198313288557696;250608123285294;0.24;213;1
9-59678063-59678928;198552396686968;37085433163629;101;82;1
5-74943732-74944649;198629668560018;-437512316809001;81;102;1
6-121210290-121211208;198780417790268;-275838683549413;135;164;1
2-163837800-163838708;198923260797512;269168803479111;111;88;1
2-125659890-125660698;198950566119525;-402278310104453;84;107;1
9-96979756-96980777;198993782098528;-283797113232336;84;108;1
5-73338068-73338929;199003563785411;-446130512360986;98;119;1
13-116293482-116294444;199044076330683;35010324205463;111;91;1
X-140542487-140543364;199099037078279;-29382206093026;111;136;1
17-21707163-21708101;199113307004628;-278936909496695;162;0.19;1
9-102960419-102961327;199141128224199;261236225226224;135;0.11;1
5-49524387-49525303;199268159629713;-314256542092193;78;102;1
3-132083748-132084632;1992692968841;304716354573801;101;0.08;1
13-51566865-51567831;199306911028414;300871565752186;162;138;1
15-55137094-55137997;199397869289965;-323315515120698;111;136;1
5-103927228-103928126;199435117994365;-435226858539926;84;106;1
11-24152786-24153680;199477110061421;259768525717813;108;85;1
13-94173606-94174431;199502863051528;-294765580528763;122;148;1
9-66611431-66612341;199506162761341;-401110977145947;101;124;1
11-114110785-114111606;199511044873879;346222367190085;101;0.08;1
11-76106881-76107787;199796528237017;-314353084756231;105;131;1
9-55332694-55333632;199813966088266;-352767847573741;91;114;1
14-26993987-26994913;199850154217276;-37769315674042;78;0.1;1
2-32251777-32252781;199866195885362;297849027848338;152;128;1
15-89178627-89179543;199895904465038;-321193480836427;128;154;1
18-31938815-31939746;199931191305283;2791817869024;132;108;1
7-16913521-16914423;200005922065764;283525855291721;145;121;1
11-100816691-100817501;200146858150706;281928763388342;101;0.08;1
11-82845478-82846404;200175580979688;-256215063467485;169;198;1
11-94148860-94149762;200378105898309;271635830316101;145;121;1
8-126297064-126297857;200423218705553;267161600225101;118;95;1
5-121569607-121570494;200424641462808;2849664677553;125;101;1
11-88454617-88455606;200425305898633;320687020817844;108;87;1
2-163481383-163482247;200526360654064;-381484521009168;118;141;1
11-79973918-79974751;20057332552516;380460119254025;105;84;1
16-58481305-58482243;200823038326976;-393072126254829;91;114;1
10-42860163-42861037;200945184227652;-308796983560671;149;174;1
1-84284139-84285060;200966383907961;-357923168871059;78;0.1;1
6-75533946-75534854;201056599513745;278121660499535;135;112;1
2-91929758-91930672;201131696280305;-269379734583052;78;103;1
11-80377537-80378474;201181479508309;-275861322168895;155;183;1
8-61283420-61284342;201362234178928;343018089493235;101;82;1
11-76252881-76253805;201576573087306;-363212868824893;78;101;1
6-52221322-52222242;201645806705499;-296785738308888;132;159;1
3-89785114-89785974;201750232812602;-33873195650949;105;0.13;1
9-65390907-65391816;201928322248558;-348718962968631;98;123;1
4-69195355-69196251;202039765509585;288053443601236;118;95;1
15-34306398-34307344;202043506890545;-297487014620458;172;195;1
11-118727211-118727889;202058174263846;30572606495575;132;0.11;1
4-149075777-149076691;20214240676497;-369673363046207;108;131;1
2-70592155-70593079;202161968349105;-444563980759531;101;0.12;1
5-119712593-119713509;202270785442598;-397745617501682;81;103;1
11-104302339-104303231;202464819483825;-370595375741853;84;107;1
4-45889832-45890753;202484512417788;-290568964225523;88;113;1
7-127088772-127089659;202588652949467;-256735040457794;108;135;1
3-24106329-24107228;202648028936876;305265542856915;118;96;1
4-141809622-141810550;202707051427674;266470610862035;172;147;1
14-118854519-118855364;202839023134207;-335317964983281;152;178;1
5-135076682-135077388;202850653094744;-339289200739423;122;146;1
11-98328053-98328909;202862784396533;250196203606743;182;155;1
6-72254335-72255151;202993770829747;-261433066398001;189;217;1
9-62531487-62532442;203215330334562;264693815420368;142;118;1
4-139967248-139968327;203287890546193;-353646190846406;98;122;1
1-125481753-125482552;203302554398931;320190988399499;135;113;1
6-108796426-108797350;203321077383367;-333540454238144;101;126;1
7-29453079-29453994;203361488744079;-369688486199171;95;118;1
2-162658701-162659598;203377508812573;273810212433793;132;108;1
6-86028452-86029352;203474507642623;270366839676572;149;124;1
9-106421495-106422372;203482023965413;-296607005756239;115;0.14;1
7-109196223-109197039;203527328900245;-368819899567612;101;122;1
15-103060309-103061218;203653780440813;-362667359729112;84;108;1
2-180165610-180166523;203682228129133;268007299544698;115;92;1
7-115615437-115616355;203725742708525;-267654601983399;88;113;1
1-156657246-156658171;203750124990626;-336255560535985;108;134;1
10-118102902-118103829;203886035141923;297028885922019;125;102;1
18-56974875-56975784;203971426758711;266278900270703;0.23;205;1
11-96005417-96006260;204106547722808;-263132295896641;172;201;1
10-24817630-24818601;20434846407656;261926103715726;149;124;1
5-102783283-102784210;20449723844559;279412408091815;145;121;1
4-152434727-152435575;204565317898867;2567907847806;186;0.16;1
4-129985921-129986792;20464158980149;-350861457240861;105;128;1
15-79945758-79946648;204682249336186;-284976743009457;108;134;1
19-37686751-37687671;20493517226052;-320947850899098;88;112;1
11-95042258-95042865;204973008405004;29627509970904;128;104;1
17-28879610-28880513;205139286294761;281568408252498;115;93;1
9-61373977-61374944;205217659038992;298039539211197;159;136;1
6-90745949-90746874;205396583048257;351161776254289;101;81;1
6-94592392-94593281;205446635343544;290068124968427;145;121;1
3-83286621-83287538;205479547646571;324004447099903;101;81;1
17-72265071-72266004;205663327953974;331908822934542;105;85;1
5-14038857-14039721;205904322810318;281039501190522;132;109;1
18-34900232-34901132;206025437554767;321122753888264;118;96;1
2-166121726-166122629;206144392753651;-386548412759207;98;0.12;1
X-103528924-103529842;206241033894393;-421370528325716;81;102;1
13-23584648-23585466;206395300879712;355457028677491;115;94;1
8-72177105-72178025;206436474487474;286380569513354;145;122;1
10-41027839-41028753;206453406439849;-254868513826455;186;212;1
X-48762682-48763603;206624338657186;269972613995373;111;88;1
11-78377414-78378354;206685891011146;-342387507361992;88;111;1
6-30205341-30206269;206822038415089;-27495165601617;155;184;1
8-122306527-122307437;206845846693117;-349408013366787;132;155;1
15-36607554-36608188;20702509758647;311860632189821;145;123;1
16-97658958-97659887;207066632202432;-318345566954232;176;198;1
7-140902956-140903860;207127854114777;283708951721214;101;0.08;1
7-28888406-28889367;207130265908609;262459167386643;118;96;1
19-8976264-8977176;207142908608386;352474635070288;101;81;1
18-74347835-74348741;207148575190864;-425527257033827;84;106;1
1-88462141-88463033;207379046034955;287344177646263;111;0.09;1
11-114875015-114875985;207398958626077;-281009481289218;118;143;1
8-122712170-122713088;207583600007176;298877796651882;111;0.09;1
17-72023078-72024010;207701185785334;-280902593002252;101;126;1
8-67973887-67974887;207720382118914;-403492616727032;81;103;1
8-27227259-27228127;207937464797151;315585260415401;108;87;1
4-120993785-120994712;207955900439209;263501812644279;152;129;1
6-17748764-17749675;207994966372962;-308975361414602;111;137;1
11-69415855-69416494;208159792414845;-269029238393016;166;191;1
7-144022416-144023331;208304093828247;-323489608271713;84;108;1
1-82292662-82293472;208467530990535;-399385980203925;95;117;1
19-5786249-5786966;208491149559326;-35163448089379;105;127;1
11-32216648-32217553;208523451300061;-31384760617452;95;119;1
1-155801375-155802272;208559123507415;-310021446277507;101;126;1
3-98339570-98340372;208586192104531;-288649859662227;111;137;1
13-49247680-49248589;20878362463656;254561809560747;162;136;1
8-94870793-94871611;208809768178836;-337121918208179;115;138;1
2-101955498-101956370;208934400805261;273536834434125;108;86;1
3-30650203-30651060;209013396808387;-252689566888176;155;183;1
11-75168718-75169516;209066174080041;-253443279200531;199;225;1
10-120201108-120201883;209097825167719;307535970052222;135;113;1
X-103356052-103356919;209245256233934;272166634570551;152;127;1
2-28692424-28693346;209511993314255;-255491392564299;179;206;1
11-63956954-63957872;20954765843137;314832458266634;135;114;1
16-95105694-95106485;209576978806026;-267974346586996;115;142;1
15-62294971-62295909;209662590293265;-306754066437271;125;0.15;1
4-44065344-44066248;209667545944931;281684478228922;155;0.13;1
19-44237192-44238119;209671648501137;-356231286251939;101;124;1
11-98710139-98711057;209692735036529;35021317957669;108;88;1
8-122817501-122818432;209759548586232;307050691894834;101;0.08;1
7-142660399-142661240;209927526250229;-316126095378363;101;125;1
11-116132706-116133637;210000097602034;320328582908582;101;81;1
1-52971630-52972552;210113808426579;-294859571480278;91;117;1
11-49652576-49653489;210155586672171;278752156370637;122;0.1;1
5-101020554-101021453;210159792023035;255141206832388;122;98;1
14-100749793-100750702;2101615600844;-279320285794508;128;156;1
19-47836941-47837855;210189256747387;-250386517474007;152;181;1
1-131084210-131085062;210217047068252;261842514171036;152;128;1
13-90994629-90995551;210327781704952;256696753536008;101;79;1
7-98838661-98839484;210405984601002;-337192248252318;128;151;1
1-91301218-91302072;210510866552991;-324646725508697;115;0.14;1
11-97536629-97537544;210526193866296;-326388636127011;91;115;1
7-39588279-39589200;210702941538063;-264257630253921;88;112;1
12-100201605-100202482;210753896825716;-266957829663803;155;186;1
6-141103323-141104249;210849826969327;-321515703239739;111;135;1
13-100775411-100776314;211016889398168;-298108662006102;193;217;1
14-34219531-34220459;211215671667871;-398406166697157;81;103;1
8-78345894-78346830;211370011239118;354694555838995;101;82;1
2-152942847-152943724;211453761986636;26652809280796;128;106;1
5-113031009-113031941;211462083591877;-350344350771919;101;125;1
2-28584961-28585820;211529440024585;-272686485610284;98;124;1
9-102718261-102718948;211695730998775;-289977503255881;145;0.17;1
4-133670850-133671648;211763718819194;-293500543105039;105;0.13;1
3-104967630-104968532;211765113693804;-330917182845994;115;139;1
11-77769242-77770121;211780158551396;-33189589585238;98;122;1
18-56060937-56061873;211787453532609;-364735591805854;108;131;1
10-26017278-26017887;211814891216001;250016546626063;189;164;1
5-114588934-114589863;211835852531051;-302364451994158;125;152;1
5-142823044-142823947;211847181753364;36719381844243;108;87;1
2-172900919-172901838;212000899846189;-304648497450454;159;186;1
12-116646528-116647396;212033328105514;328487572421668;101;82;1
6-127979603-127980424;212059890087039;320742624488159;101;82;1
3-84228196-84229258;212248739501018;-311836829681413;125;149;1
3-146026871-146027789;212316856758198;292517338830908;111;91;1
Y-90807280-90808077;212430310031979;-279653380530439;132;157;1
12-4433195-4434116;212453680621208;271801914329589;152;127;1
12-50999396-51000279;212498392738003;-303358469394167;78;101;1
5-117593081-117593999;212601631011682;-31150403582787;135;0.16;1
19-10979248-10980112;212624259395245;352507819053945;108;88;1
4-126085698-126086605;21285126984298;26392505599114;128;106;1
4-147101649-147102561;21294831888469;279204556298933;118;96;1
1-136118553-136119420;212970238504563;-356534642150325;88;0.11;1
1-172060906-172061779;212980676724745;295805539077439;115;94;1
8-10760649-10761570;21305118261566;327695176151058;125;104;1
2-152817754-152818673;213113346412423;403084138747073;108;88;1
2-168601237-168602141;213199029528804;277843386813533;155;132;1
18-35839974-35840934;213297613900626;-404740202273234;81;103;1
2-73572191-73573116;213315207009024;289018473128019;111;0.09;1
10-86463522-86464428;213330789490034;299138079343544;101;81;1
10-74379438-74380372;213337790760906;270659377821889;115;93;1
8-111745350-111746279;213546562384182;-252684989478839;159;188;1
